<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.08.06	04:00:00	1.09626	1.09629	1.09501	1.09548	5076	0	10
2024.08.06	05:00:00	1.09548	1.09575	1.09518	1.09519	3871	0	10
2024.08.06	06:00:00	1.09519	1.09561	1.09514	1.09541	2919	0	10
2024.08.06	07:00:00	1.09541	1.09558	1.09496	1.09519	3855	0	10
2024.08.06	08:00:00	1.09520	1.09549	1.09447	1.09465	5117	0	10
2024.08.06	09:00:00	1.09465	1.09486	1.09344	1.09390	8248	0	10
2024.08.06	10:00:00	1.09390	1.09408	1.09220	1.09269	10054	0	10
2024.08.06	11:00:00	1.09268	1.09350	1.09184	1.09277	7464	0	10
2024.08.06	12:00:00	1.09278	1.09279	1.09075	1.09117	7060	0	10
2024.08.06	13:00:00	1.09116	1.09144	1.09041	1.09083	6002	0	10
2024.08.06	14:00:00	1.09083	1.09175	1.09037	1.09166	5267	0	10
2024.08.06	15:00:00	1.09166	1.09178	1.09045	1.09052	6549	0	10
2024.08.06	16:00:00	1.09054	1.09246	1.09054	1.09184	8056	0	10
2024.08.06	17:00:00	1.09185	1.09349	1.09151	1.09336	8836	0	10
2024.08.06	18:00:00	1.09336	1.09341	1.09222	1.09251	6777	0	10
2024.08.06	19:00:00	1.09251	1.09321	1.09207	1.09277	4745	0	10
2024.08.06	20:00:00	1.09276	1.09310	1.09226	1.09259	4087	0	10
2024.08.06	21:00:00	1.09259	1.09336	1.09250	1.09286	3748	0	10
2024.08.06	22:00:00	1.09286	1.09305	1.09227	1.09298	5344	0	10
2024.08.06	23:00:00	1.09297	1.09319	1.09271	1.09314	2237	0	10
2024.08.07	00:00:00	1.09299	1.09305	1.09251	1.09279	340	0	23
2024.08.07	01:00:00	1.09278	1.09315	1.09268	1.09295	1731	0	10
2024.08.07	02:00:00	1.09295	1.09304	1.09237	1.09257	1738	0	10
2024.08.07	03:00:00	1.09257	1.09303	1.09231	1.09296	3254	0	10
2024.08.07	04:00:00	1.09296	1.09304	1.09109	1.09182	4574	0	10
2024.08.07	05:00:00	1.09182	1.09193	1.09122	1.09162	4588	0	10
2024.08.07	06:00:00	1.09163	1.09175	1.09117	1.09158	2882	0	10
2024.08.07	07:00:00	1.09159	1.09168	1.09115	1.09115	2766	0	10
2024.08.07	08:00:00	1.09115	1.09130	1.09067	1.09103	3986	0	10
2024.08.07	09:00:00	1.09099	1.09153	1.09055	1.09150	6214	0	10
2024.08.07	10:00:00	1.09150	1.09279	1.09128	1.09222	7544	0	10
2024.08.07	11:00:00	1.09222	1.09279	1.09184	1.09188	6272	0	10
2024.08.07	12:00:00	1.09188	1.09195	1.09084	1.09135	5464	0	10
2024.08.07	13:00:00	1.09135	1.09232	1.09095	1.09180	4642	0	10
2024.08.07	14:00:00	1.09179	1.09266	1.09177	1.09233	4271	0	10
2024.08.07	15:00:00	1.09233	1.09256	1.09134	1.09219	5535	0	10
2024.08.07	16:00:00	1.09219	1.09265	1.09124	1.09187	5707	0	10
2024.08.07	17:00:00	1.09187	1.09340	1.09187	1.09317	6394	0	10
2024.08.07	18:00:00	1.09317	1.09366	1.09239	1.09245	4937	0	10
2024.08.07	19:00:00	1.09245	1.09269	1.09210	1.09221	4097	0	10
2024.08.07	20:00:00	1.09221	1.09271	1.09175	1.09222	6061	0	10
2024.08.07	21:00:00	1.09221	1.09238	1.09175	1.09221	4518	0	10
2024.08.07	22:00:00	1.09221	1.09266	1.09213	1.09231	4497	0	10
2024.08.07	23:00:00	1.09231	1.09233	1.09200	1.09218	1809	0	10
2024.08.08	00:00:00	1.09210	1.09236	1.09183	1.09225	313	0	21
2024.08.08	01:00:00	1.09226	1.09269	1.09220	1.09268	1063	0	10
2024.08.08	02:00:00	1.09269	1.09338	1.09265	1.09273	2713	0	10
2024.08.08	03:00:00	1.09273	1.09325	1.09258	1.09282	3937	0	10
2024.08.08	04:00:00	1.09281	1.09308	1.09235	1.09276	3567	0	10
2024.08.08	05:00:00	1.09276	1.09351	1.09265	1.09337	2788	0	10
2024.08.08	06:00:00	1.09337	1.09354	1.09298	1.09350	2467	0	10
2024.08.08	07:00:00	1.09351	1.09376	1.09308	1.09315	2553	0	10
2024.08.08	08:00:00	1.09317	1.09359	1.09298	1.09356	3189	0	10
2024.08.08	09:00:00	1.09356	1.09446	1.09335	1.09427	5341	0	10
2024.08.08	10:00:00	1.09427	1.09452	1.09338	1.09399	5114	0	10
2024.08.08	11:00:00	1.09398	1.09442	1.09353	1.09369	3862	0	10
2024.08.08	12:00:00	1.09369	1.09396	1.09261	1.09269	3791	0	10
2024.08.08	13:00:00	1.09269	1.09287	1.09208	1.09253	3768	0	10
2024.08.08	14:00:00	1.09253	1.09333	1.09231	1.09303	3938	0	10
2024.08.08	15:00:00	1.09303	1.09324	1.08916	1.08975	8176	0	10
2024.08.08	16:00:00	1.08975	1.09063	1.08813	1.08928	7456	0	10
2024.08.08	17:00:00	1.08928	1.09077	1.08912	1.09063	6831	0	10
2024.08.08	18:00:00	1.09063	1.09146	1.09055	1.09130	5977	0	10
2024.08.08	19:00:00	1.09129	1.09145	1.09050	1.09086	4033	0	10
2024.08.08	20:00:00	1.09086	1.09163	1.09074	1.09127	4403	0	10
2024.08.08	21:00:00	1.09127	1.09187	1.09109	1.09183	3417	0	10
2024.08.08	22:00:00	1.09182	1.09182	1.09133	1.09158	3641	0	10
2024.08.08	23:00:00	1.09159	1.09189	1.09158	1.09178	920	0	10
2024.08.09	00:00:00	1.09168	1.09168	1.09132	1.09165	218	0	25
2024.08.09	01:00:00	1.09163	1.09189	1.09152	1.09184	745	0	10
2024.08.09	02:00:00	1.09185	1.09195	1.09143	1.09148	1283	0	10
2024.08.09	03:00:00	1.09148	1.09160	1.09115	1.09129	2414	0	10
2024.08.09	04:00:00	1.09129	1.09188	1.09117	1.09177	1926	0	10
2024.08.09	05:00:00	1.09177	1.09244	1.09156	1.09213	1722	0	10
2024.08.09	06:00:00	1.09212	1.09241	1.09203	1.09227	1378	0	10
2024.08.09	07:00:00	1.09227	1.09240	1.09198	1.09200	1498	0	10
2024.08.09	08:00:00	1.09200	1.09214	1.09182	1.09194	2435	0	10
2024.08.09	09:00:00	1.09195	1.09281	1.09175	1.09273	3082	0	10
2024.08.09	10:00:00	1.09273	1.09291	1.09202	1.09219	3588	0	10
2024.08.09	11:00:00	1.09218	1.09225	1.09129	1.09175	3575	0	10
2024.08.09	12:00:00	1.09175	1.09258	1.09172	1.09195	3434	0	10
2024.08.09	13:00:00	1.09197	1.09230	1.09167	1.09176	3225	0	10
2024.08.09	14:00:00	1.09175	1.09207	1.09113	1.09160	3859	0	10
2024.08.09	15:00:00	1.09160	1.09196	1.09090	1.09117	3860	0	10
2024.08.09	16:00:00	1.09117	1.09241	1.09096	1.09223	4005	0	10
2024.08.09	17:00:00	1.09223	1.09312	1.09212	1.09230	3448	0	10
2024.08.09	18:00:00	1.09230	1.09276	1.09216	1.09241	4075	0	10
2024.08.09	19:00:00	1.09241	1.09246	1.09178	1.09186	3456	0	10
2024.08.09	20:00:00	1.09186	1.09235	1.09151	1.09207	2566	0	10
2024.08.09	21:00:00	1.09206	1.09218	1.09171	1.09194	2553	0	10
2024.08.09	22:00:00	1.09194	1.09211	1.09171	1.09187	2508	0	10
2024.08.09	23:00:00	1.09187	1.09195	1.09143	1.09148	1305	0	10
2024.08.12	00:00:00	1.09132	1.09183	1.09132	1.09177	223	0	25
2024.08.12	01:00:00	1.09176	1.09178	1.09096	1.09128	996	0	10
2024.08.12	02:00:00	1.09128	1.09151	1.09125	1.09127	1118	0	10
2024.08.12	03:00:00	1.09127	1.09197	1.09117	1.09182	1461	0	10
2024.08.12	04:00:00	1.09182	1.09229	1.09179	1.09206	1621	0	10
2024.08.12	05:00:00	1.09206	1.09218	1.09177	1.09178	1202	0	10
2024.08.12	06:00:00	1.09179	1.09188	1.09127	1.09140	1199	0	10
2024.08.12	07:00:00	1.09140	1.09215	1.09136	1.09189	1005	0	10
2024.08.12	08:00:00	1.09190	1.09210	1.09175	1.09184	1186	0	10
2024.08.12	09:00:00	1.09184	1.09235	1.09158	1.09212	2985	0	10
2024.08.12	10:00:00	1.09211	1.09285	1.09195	1.09222	3856	0	10
2024.08.12	11:00:00	1.09222	1.09253	1.09160	1.09207	3339	0	10
2024.08.12	12:00:00	1.09207	1.09279	1.09176	1.09267	2433	0	10
2024.08.12	13:00:00	1.09267	1.09298	1.09217	1.09265	2409	0	10
2024.08.12	14:00:00	1.09265	1.09292	1.09197	1.09259	2485	0	10
2024.08.12	15:00:00	1.09257	1.09288	1.09175	1.09199	2846	0	10
2024.08.12	16:00:00	1.09199	1.09335	1.09199	1.09251	4541	0	10
2024.08.12	17:00:00	1.09251	1.09333	1.09151	1.09312	4311	0	10
2024.08.12	18:00:00	1.09311	1.09394	1.09273	1.09279	5256	0	10
2024.08.12	19:00:00	1.09278	1.09294	1.09217	1.09227	3466	0	10
2024.08.12	20:00:00	1.09227	1.09336	1.09220	1.09331	2542	0	10
2024.08.12	21:00:00	1.09330	1.09349	1.09283	1.09304	1993	0	10
2024.08.12	22:00:00	1.09304	1.09332	1.09296	1.09315	1947	0	10
2024.08.12	23:00:00	1.09315	1.09315	1.09273	1.09310	804	0	10
2024.08.13	00:00:00	1.09302	1.09323	1.09280	1.09309	219	0	23
2024.08.13	01:00:00	1.09310	1.09327	1.09299	1.09323	512	0	10
2024.08.13	02:00:00	1.09324	1.09363	1.09313	1.09360	782	0	10
2024.08.13	03:00:00	1.09361	1.09361	1.09294	1.09300	1950	0	10
2024.08.13	04:00:00	1.09299	1.09353	1.09292	1.09348	1659	0	10
2024.08.13	05:00:00	1.09348	1.09375	1.09339	1.09352	771	0	10
2024.08.13	06:00:00	1.09352	1.09383	1.09351	1.09368	721	0	10
